2024-01-01,莲花白,1.60元
2024-01-01,外地大白菜,1.00元
2024-01-01,胡萝卜,1.90元
2024-01-01,生菜,2.90元
2024-01-01,地瓜叶,2.70元
2024-01-01,韭菜,3.50元
2024-01-01,茄子,2.90元
2024-01-01,黄瓜,3.50元
2024-01-01,长豆角,5.30元
2024-01-01,尖椒,2.90元
2024-01-01,金丝白,3.00元
2024-01-01,南瓜,1.00元
2024-01-01,蒜头,8.50元
2024-01-01,本地小白菜,3.60元
2024-01-01,油麦菜,3.90元
2024-01-01,青梗小白菜,3.90元
2024-01-01,小葱,5.90元
2024-01-01,黄玉米,3.90元
2024-01-01,小芥菜,3.90元
2024-01-01,香菜,6.90元
2024-01-01,娃娃菜,2.60元
2024-01-01,泡椒,3.50元
2024-01-01,软皮青椒,3.90元
2024-01-01,土豆,1.00元
2024-01-01,白萝卜,1.50元
2024-01-01,菜心,3.00元
2024-01-01,上海青,2.50元
2024-01-01,空心菜,4.70元
2024-01-01,苦瓜,3.60元
2024-01-01,西芹,3.60元
2024-01-01,西红柿,4.10元
2024-01-01,圆椒,3.60元
2024-01-01,蒜苔,5.50元
2024-01-01,黑皮吊冬瓜,1.50元
2024-01-01,生姜,5.60元
2024-01-01,紫洋葱,2.50元
2024-01-01,小黄白,2.90元
2024-01-01,黑叶白,3.90元
2024-01-01,莲藕,4.50元
2024-01-01,莴笋,2.90元
2024-01-01,大葱,3.60元
2024-01-01,大芥菜,2.90元
2024-01-01,四季豆,6.50元
2024-01-01,蒜苗,5.60元
2024-01-01,小香芹,4.50元
2024-01-02,莲花白,1.90元
2024-01-02,外地大白菜,1.60元
2024-01-02,胡萝卜,1.90元
2024-01-02,生菜,2.80元
2024-01-02,地瓜叶,2.50元
2024-01-02,韭菜,3.60元
2024-01-02,茄子,2.90元
2024-01-02,黄瓜,3.50元
2024-01-02,长豆角,5.30元
2024-01-02,尖椒,2.30元
2024-01-02,金丝白,2.50元
2024-01-02,南瓜,1.00元
2024-01-02,蒜头,8.50元
2024-01-02,本地小白菜,3.60元
2024-01-02,油麦菜,3.90元
2024-01-02,青梗小白菜,3.90元
2024-01-02,小葱,5.90元
2024-01-02,黄玉米,3.90元
2024-01-02,小芥菜,3.90元
2024-01-02,香菜,6.90元
2024-01-02,娃娃菜,1.90元
2024-01-02,泡椒,3.50元
2024-01-02,芥兰,5.80元
2024-01-02,土豆,1.00元
2024-01-02,白萝卜,1.50元
2024-01-02,菜心,3.30元
2024-01-02,上海青,2.90元
2024-01-02,空心菜,4.00元
2024-01-02,苦瓜,4.00元
2024-01-02,西芹,3.60元
2024-01-02,西红柿,4.10元
2024-01-02,圆椒,3.60元
2024-01-02,蒜苔,5.50元
2024-01-02,黑皮吊冬瓜,1.50元
2024-01-02,生姜,5.60元
2024-01-02,紫洋葱,2.50元
2024-01-02,小黄白,1.00元
2024-01-02,黑叶白,3.90元
2024-01-02,莲藕,3.90元
2024-01-02,莴笋,2.90元
2024-01-02,大葱,3.60元
2024-01-02,大芥菜,2.90元
2024-01-02,四季豆,6.50元
2024-01-02,蒜苗,5.60元
2024-01-02,小香芹,4.50元
2024-01-02,软皮青椒,3.90元
2024-01-03,莲花白,1.90元
2024-01-03,外地大白菜,1.60元
2024-01-03,胡萝卜,1.90元
2024-01-03,生菜,2.80元
2024-01-03,地瓜叶,2.50元
2024-01-03,韭菜,3.60元
2024-01-03,茄子,2.90元
2024-01-03,黄瓜,3.50元
2024-01-03,长豆角,5.30元
2024-01-03,尖椒,2.30元
2024-01-03,金丝白,2.50元
2024-01-03,南瓜,1.00元
2024-01-03,蒜头,8.50元
2024-01-03,本地小白菜,3.60元
2024-01-03,油麦菜,3.90元
2024-01-03,青梗小白菜,3.90元
2024-01-03,小葱,5.90元
2024-01-03,黄玉米,3.90元
2024-01-03,小芥菜,3.90元
2024-01-03,香菜,6.90元
2024-01-03,娃娃菜,1.90元
2024-01-03,泡椒,3.50元
2024-01-03,芥兰,5.80元
2024-01-03,土豆,1.00元
2024-01-03,白萝卜,1.50元
2024-01-03,菜心,3.30元
2024-01-03,上海青,2.90元
2024-01-03,空心菜,4.00元
2024-01-03,苦瓜,4.00元
2024-01-03,西芹,3.60元
2024-01-03,西红柿,4.10元
2024-01-03,圆椒,3.60元
2024-01-03,蒜苔,5.50元
2024-01-03,黑皮吊冬瓜,1.50元
2024-01-03,生姜,5.60元
2024-01-03,紫洋葱,2.50元
2024-01-03,小黄白,1.00元
2024-01-03,黑叶白,3.90元
2024-01-03,莲藕,3.90元
2024-01-03,莴笋,2.90元
2024-01-03,大葱,3.60元
2024-01-03,大芥菜,2.90元
2024-01-03,四季豆,6.50元
2024-01-03,蒜苗,5.60元
2024-01-03,小香芹,4.50元
2024-01-03,软皮青椒,3.90元
2024-01-04,莲花白,1.90元
2024-01-04,外地大白菜,1.60元
2024-01-04,胡萝卜,1.90元
2024-01-04,生菜,2.80元
2024-01-04,地瓜叶,2.50元
2024-01-04,韭菜,3.60元
2024-01-04,茄子,2.90元
2024-01-04,黄瓜,3.50元
2024-01-04,长豆角,5.30元
2024-01-04,尖椒,2.30元
2024-01-04,金丝白,2.50元
2024-01-04,南瓜,1.00元
2024-01-04,蒜头,8.50元
2024-01-04,本地小白菜,3.60元
2024-01-04,油麦菜,3.90元
2024-01-04,青梗小白菜,3.90元
2024-01-04,小葱,5.90元
2024-01-04,黄玉米,3.90元
2024-01-04,小芥菜,3.90元
2024-01-04,香菜,6.90元
2024-01-04,娃娃菜,1.90元
2024-01-04,泡椒,3.50元
2024-01-04,芥兰,5.80元
2024-01-04,土豆,1.00元
2024-01-04,白萝卜,1.50元
2024-01-04,菜心,3.30元
2024-01-04,上海青,2.90元
2024-01-04,空心菜,4.00元
2024-01-04,苦瓜,4.00元
2024-01-04,西芹,3.60元
2024-01-04,西红柿,4.10元
2024-01-04,圆椒,3.60元
2024-01-04,蒜苔,5.50元
2024-01-04,黑皮吊冬瓜,1.50元
2024-01-04,生姜,5.60元
2024-01-04,紫洋葱,2.50元
2024-01-04,小黄白,1.00元
2024-01-04,黑叶白,3.90元
2024-01-04,莲藕,3.90元
2024-01-04,莴笋,2.90元
2024-01-04,大葱,3.60元
2024-01-04,大芥菜,2.90元
2024-01-04,四季豆,6.50元
2024-01-04,蒜苗,5.60元
2024-01-04,小香芹,4.50元
2024-01-04,软皮青椒,3.90元
2024-01-05,莲花白,1.60元
2024-01-05,外地大白菜,1.60元
2024-01-05,胡萝卜,1.90元
2024-01-05,生菜,2.80元
2024-01-05,地瓜叶,2.50元
2024-01-05,韭菜,3.60元
2024-01-05,茄子,2.90元
2024-01-05,黄瓜,3.50元
2024-01-05,长豆角,5.30元
2024-01-05,尖椒,2.30元
2024-01-05,金丝白,2.50元
2024-01-05,南瓜,1.00元
2024-01-05,蒜头,8.50元
2024-01-05,本地小白菜,3.60元
2024-01-05,油麦菜,3.90元
2024-01-05,黑叶白,3.90元
2024-01-05,线椒,3.60元
2024-01-05,小葱,5.90元
2024-01-05,黄玉米,3.50元
2024-01-05,小芥菜,3.90元
2024-01-05,香菜,8.90元
2024-01-05,四季豆,6.50元
2024-01-05,泡椒,3.50元
2024-01-05,芥兰,5.90元
2024-01-05,土豆,1.00元
2024-01-05,白萝卜,1.60元
2024-01-05,菜心,3.50元
2024-01-05,上海青,2.90元
2024-01-05,空心菜,4.00元
2024-01-05,苦瓜,4.00元
2024-01-05,西芹,3.60元
2024-01-05,西红柿,4.10元
2024-01-05,圆椒,3.60元
2024-01-05,蒜苔,5.50元
2024-01-05,黑皮吊冬瓜,1.50元
2024-01-05,生姜,5.60元
2024-01-05,紫洋葱,2.90元
2024-01-05,小黄白,1.00元
2024-01-05,菠菜,6.80元
2024-01-05,青梗小白菜,4.50元
2024-01-05,莲藕,3.90元
2024-01-05,莴笋,2.90元
2024-01-05,大葱,3.60元
2024-01-05,大芥菜,2.90元
2024-01-05,葫芦瓜,2.90元
2024-01-05,娃娃菜,1.90元
2024-01-05,小香芹,3.90元
2024-01-05,软皮青椒,3.90元
2024-01-06,莲花白,1.60元
2024-01-06,外地大白菜,1.60元
2024-01-06,胡萝卜,1.90元
2024-01-06,生菜,2.80元
2024-01-06,地瓜叶,2.50元
2024-01-06,韭菜,3.60元
2024-01-06,茄子,2.90元
2024-01-06,黄瓜,3.50元
2024-01-06,长豆角,5.30元
2024-01-06,尖椒,2.30元
2024-01-06,金丝白,2.50元
2024-01-06,南瓜,1.00元
2024-01-06,蒜头,8.50元
2024-01-06,本地小白菜,3.60元
2024-01-06,油麦菜,3.90元
2024-01-06,黑叶白,3.90元
2024-01-06,线椒,3.60元
2024-01-06,小葱,5.90元
2024-01-06,黄玉米,3.50元
2024-01-06,小芥菜,3.90元
2024-01-06,香菜,8.90元
2024-01-06,四季豆,6.50元
2024-01-06,泡椒,3.50元
2024-01-06,芥兰,5.90元
2024-01-06,土豆,1.00元
2024-01-06,白萝卜,1.60元
2024-01-06,菜心,3.50元
2024-01-06,上海青,2.90元
2024-01-06,空心菜,4.00元
2024-01-06,苦瓜,4.00元
2024-01-06,西芹,3.60元
2024-01-06,西红柿,4.10元
2024-01-06,圆椒,3.60元
2024-01-06,蒜苔,5.50元
2024-01-06,黑皮吊冬瓜,1.50元
2024-01-06,生姜,5.60元
2024-01-06,紫洋葱,2.90元
2024-01-06,小黄白,1.00元
2024-01-06,菠菜,6.80元
2024-01-06,青梗小白菜,4.50元
2024-01-06,莲藕,3.90元
2024-01-06,莴笋,2.90元
2024-01-06,大葱,3.60元
2024-01-06,大芥菜,2.90元
2024-01-06,葫芦瓜,2.90元
2024-01-06,娃娃菜,1.90元
2024-01-06,小香芹,3.90元
2024-01-06,软皮青椒,3.90元
2024-01-07,莲花白,1.60元
2024-01-07,外地大白菜,1.60元
2024-01-07,胡萝卜,1.90元
2024-01-07,生菜,2.80元
2024-01-07,地瓜叶,2.50元
2024-01-07,韭菜,3.60元
2024-01-07,茄子,2.90元
2024-01-07,黄瓜,3.50元
2024-01-07,长豆角,5.30元
2024-01-07,尖椒,2.30元
2024-01-07,金丝白,2.50元
2024-01-07,南瓜,1.00元
2024-01-07,蒜头,8.50元
2024-01-07,本地小白菜,3.60元
2024-01-07,油麦菜,3.90元
2024-01-07,黑叶白,3.90元
2024-01-07,线椒,3.60元
2024-01-07,小葱,5.90元
2024-01-07,黄玉米,3.50元
2024-01-07,小芥菜,3.90元
2024-01-07,香菜,8.90元
2024-01-07,四季豆,6.50元
2024-01-07,泡椒,3.50元
2024-01-07,芥兰,5.90元
2024-01-07,土豆,1.00元
2024-01-07,白萝卜,1.60元
2024-01-07,菜心,3.50元
2024-01-07,上海青,2.90元
2024-01-07,空心菜,4.00元
2024-01-07,苦瓜,4.00元
2024-01-07,西芹,3.60元
2024-01-07,西红柿,4.10元
2024-01-07,圆椒,3.60元
2024-01-07,蒜苔,5.50元
2024-01-07,黑皮吊冬瓜,1.50元
2024-01-07,生姜,5.60元
2024-01-07,紫洋葱,2.90元
2024-01-07,小黄白,1.00元
2024-01-07,菠菜,6.80元
2024-01-07,青梗小白菜,4.50元
2024-01-07,莲藕,3.90元
2024-01-07,莴笋,2.90元
2024-01-07,大葱,3.60元
2024-01-07,大芥菜,2.90元
2024-01-07,葫芦瓜,2.90元
2024-01-07,娃娃菜,1.90元
2024-01-07,小香芹,3.90元
2024-01-07,软皮青椒,3.90元
2024-01-08,莲花白,1.90元
2024-01-08,外地大白菜,1.90元
2024-01-08,胡萝卜,2.50元
2024-01-08,生菜,2.90元
2024-01-08,地瓜叶,2.90元
2024-01-08,韭菜,4.00元
2024-01-08,茄子,2.80元
2024-01-08,黄瓜,2.90元
2024-01-08,长豆角,5.30元
2024-01-08,尖椒,2.90元
2024-01-08,金丝白,2.90元
2024-01-08,南瓜,1.00元
2024-01-08,蒜头,8.50元
2024-01-08,本地小白菜,3.60元
2024-01-08,油麦菜,3.90元
2024-01-08,黑叶白,3.90元
2024-01-08,线椒,3.60元
2024-01-08,小葱,5.90元
2024-01-08,莴笋,3.10元
2024-01-08,大葱,3.60元
2024-01-08,小芥菜,3.90元
2024-01-08,香菜,6.90元
2024-01-08,娃娃菜,2.60元
2024-01-08,泡椒,3.50元
2024-01-08,软皮青椒,3.90元
2024-01-08,土豆,1.00元
2024-01-08,白萝卜,1.90元
2024-01-08,菜心,2.90元
2024-01-08,上海青,2.80元
2024-01-08,空心菜,4.20元
2024-01-08,苦瓜,3.50元
2024-01-08,西芹,3.50元
2024-01-08,西红柿,3.30元
2024-01-08,圆椒,2.80元
2024-01-08,蒜苔,5.10元
2024-01-08,黑皮吊冬瓜,1.90元
2024-01-08,生姜,5.60元
2024-01-08,紫洋葱,2.50元
2024-01-08,小黄白,1.90元
2024-01-08,菠菜,7.40元
2024-01-08,青梗小白菜,3.90元
2024-01-08,莲藕,4.50元
2024-01-08,西兰花,4.90元
2024-01-08,黄玉米,3.90元
2024-01-08,皇帝菜,5.60元
2024-01-08,大芥菜,2.90元
2024-01-08,四季豆,6.50元
2024-01-08,蒜苗,5.60元
2024-01-08,小香芹,4.50元
2024-01-09,莲花白,1.90元
2024-01-09,外地大白菜,1.90元
2024-01-09,胡萝卜,2.50元
2024-01-09,生菜,2.90元
2024-01-09,地瓜叶,2.90元
2024-01-09,韭菜,4.00元
2024-01-09,茄子,2.80元
2024-01-09,黄瓜,2.90元
2024-01-09,长豆角,5.30元
2024-01-09,尖椒,2.90元
2024-01-09,金丝白,2.90元
2024-01-09,南瓜,1.00元
2024-01-09,蒜头,8.50元
2024-01-09,本地小白菜,3.60元
2024-01-09,油麦菜,3.90元
2024-01-09,黑叶白,3.90元
2024-01-09,线椒,3.60元
2024-01-09,小葱,5.90元
2024-01-09,莴笋,3.10元
2024-01-09,大葱,3.60元
2024-01-09,小芥菜,3.90元
2024-01-09,香菜,6.90元
2024-01-09,娃娃菜,2.60元
2024-01-09,泡椒,3.50元
2024-01-09,软皮青椒,3.90元
2024-01-09,土豆,1.00元
2024-01-09,白萝卜,1.90元
2024-01-09,菜心,2.90元
2024-01-09,上海青,2.80元
2024-01-09,空心菜,4.20元
2024-01-09,苦瓜,3.50元
2024-01-09,西芹,3.50元
2024-01-09,西红柿,3.30元
2024-01-09,圆椒,2.80元
2024-01-09,蒜苔,5.10元
2024-01-09,黑皮吊冬瓜,1.90元
2024-01-09,生姜,5.60元
2024-01-09,紫洋葱,2.50元
2024-01-09,小黄白,1.90元
2024-01-09,菠菜,7.40元
2024-01-09,青梗小白菜,3.90元
2024-01-09,莲藕,4.50元
2024-01-09,西兰花,4.90元
2024-01-09,黄玉米,3.90元
2024-01-09,皇帝菜,5.60元
2024-01-09,大芥菜,2.90元
2024-01-09,四季豆,6.50元
2024-01-09,蒜苗,5.60元
2024-01-09,小香芹,4.50元
2024-01-10,莲花白,1.90元
2024-01-10,外地大白菜,1.90元
2024-01-10,胡萝卜,2.50元
2024-01-10,生菜,2.90元
2024-01-10,地瓜叶,2.90元
2024-01-10,韭菜,4.00元
2024-01-10,茄子,2.80元
2024-01-10,黄瓜,2.90元
2024-01-10,长豆角,5.30元
2024-01-10,尖椒,2.90元
2024-01-10,金丝白,2.90元
2024-01-10,南瓜,1.00元
2024-01-10,蒜头,8.50元
2024-01-10,本地小白菜,3.60元
2024-01-10,油麦菜,3.90元
2024-01-10,黑叶白,3.90元
2024-01-10,线椒,3.60元
2024-01-10,小葱,5.90元
2024-01-10,莴笋,3.10元
2024-01-10,大葱,3.60元
2024-01-10,小芥菜,3.90元
2024-01-10,香菜,6.90元
2024-01-10,娃娃菜,2.60元
2024-01-10,泡椒,3.50元
2024-01-10,软皮青椒,3.90元
2024-01-10,土豆,1.00元
2024-01-10,白萝卜,1.90元
2024-01-10,菜心,2.90元
2024-01-10,上海青,2.80元
2024-01-10,空心菜,4.20元
2024-01-10,苦瓜,3.50元
2024-01-10,西芹,3.50元
2024-01-10,西红柿,3.30元
2024-01-10,圆椒,2.80元
2024-01-10,蒜苔,5.10元
2024-01-10,黑皮吊冬瓜,1.90元
2024-01-10,生姜,5.60元
2024-01-10,紫洋葱,2.50元
2024-01-10,小黄白,1.90元
2024-01-10,菠菜,7.40元
2024-01-10,青梗小白菜,3.90元
2024-01-10,莲藕,4.50元
2024-01-10,西兰花,4.90元
2024-01-10,黄玉米,3.90元
2024-01-10,皇帝菜,5.60元
2024-01-10,大芥菜,2.90元
2024-01-10,四季豆,6.50元
2024-01-10,蒜苗,5.60元
2024-01-10,小香芹,4.50元
2024-01-11,莲花白,1.60元
2024-01-11,外地大白菜,1.90元
2024-01-11,胡萝卜,2.30元
2024-01-11,生菜,2.90元
2024-01-11,地瓜叶,3.00元
2024-01-11,韭菜,4.00元
2024-01-11,茄子,2.80元
2024-01-11,黄瓜,2.90元
2024-01-11,长豆角,5.30元
2024-01-11,尖椒,2.90元
2024-01-11,金丝白,2.90元
2024-01-11,南瓜,1.00元
2024-01-11,蒜头,8.50元
2024-01-11,本地小白菜,3.90元
2024-01-11,油麦菜,3.90元
2024-01-11,青梗小白菜,3.90元
2024-01-11,小葱,5.50元
2024-01-11,莴笋,2.90元
2024-01-11,大葱,2.90元
2024-01-11,大芥菜,3.50元
2024-01-11,香菜,7.90元
2024-01-11,蒜苗,5.60元
2024-01-11,小香芹,4.50元
2024-01-11,土豆,1.90元
2024-01-11,白萝卜,1.00元
2024-01-11,菜心,2.50元
2024-01-11,上海青,2.80元
2024-01-11,空心菜,4.70元
2024-01-11,苦瓜,3.50元
2024-01-11,西芹,3.50元
2024-01-11,西红柿,3.30元
2024-01-11,圆椒,2.80元
2024-01-11,蒜苔,5.10元
2024-01-11,黑皮吊冬瓜,1.90元
2024-01-11,生姜,5.60元
2024-01-11,紫洋葱,2.50元
2024-01-11,小黄白,1.00元
2024-01-11,黑叶白,3.90元
2024-01-11,莲藕,3.90元
2024-01-11,西兰花,4.90元
2024-01-11,黄玉米,2.90元
2024-01-11,小芥菜,3.90元
2024-01-11,丝瓜,4.90元
2024-01-11,娃娃菜,1.90元
2024-01-11,泡椒,3.50元
2024-01-11,绿冠白菜,1.90元
2024-01-12,莲花白,1.60元
2024-01-12,外地大白菜,1.90元
2024-01-12,胡萝卜,2.30元
2024-01-12,生菜,2.90元
2024-01-12,地瓜叶,3.00元
2024-01-12,韭菜,4.00元
2024-01-12,茄子,2.80元
2024-01-12,黄瓜,2.90元
2024-01-12,长豆角,5.30元
2024-01-12,尖椒,2.90元
2024-01-12,金丝白,2.90元
2024-01-12,南瓜,1.00元
2024-01-12,蒜头,8.50元
2024-01-12,本地小白菜,3.90元
2024-01-12,油麦菜,3.90元
